player_id,player_name,season,game_date,pts,min,fg_pct,home,opponent_id,opp_def_rating,injury_flag
1629628,RJ Barrett,2021-22,"Jan 24, 2022",24,34.0,0.563,0,1610612739,108.9,0
1629628,RJ Barrett,2021-22,"Jan 26, 2022",17,24.0,0.545,0,1610612748,108.4,0
1629628,RJ Barrett,2021-22,"Jan 28, 2022",23,35.0,0.3,0,1610612749,111.1,0
1629628,RJ Barrett,2021-22,"Jan 31, 2022",11,27.0,0.286,1,1610612758,114.8,0
1629628,RJ Barrett,2021-22,"Mar 02, 2022",30,40.0,0.435,0,1610612755,110.2,0
1629628,RJ Barrett,2021-22,"Mar 04, 2022",20,44.0,0.231,0,1610612756,106.8,0
1629628,RJ Barrett,2021-22,"Mar 06, 2022",24,33.0,0.444,0,1610612746,109.5,0
1629628,RJ Barrett,2021-22,"Mar 07, 2022",29,37.0,0.524,0,1610612758,114.8,0
1629628,RJ Barrett,2021-22,"Mar 09, 2022",18,38.0,0.438,0,1610612742,109.1,0
1629628,RJ Barrett,2021-22,"Mar 11, 2022",23,40.0,0.36,0,1610612763,108.9,0
1629628,RJ Barrett,2021-22,"Mar 13, 2022",24,42.0,0.381,0,1610612751,112.3,0
1629628,RJ Barrett,2021-22,"Mar 16, 2022",31,40.0,0.5,1,1610612757,116.3,0
1629628,RJ Barrett,2021-22,"Mar 18, 2022",18,40.0,0.273,1,1610612764,113.6,0
1629628,RJ Barrett,2021-22,"Mar 20, 2022",24,43.0,0.4,1,1610612762,110.0,0
1629628,RJ Barrett,2021-22,"Mar 22, 2022",30,42.0,0.36,1,1610612737,113.7,0
